consult,llm,asr,env,snr,n_om,n_com,N1,N2,N3,N4,S,tot
day1_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,8,4,0,0,1,1,2,7,4
day2_consultation10,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,3,2,0,0,4,1,9,5
day3_consultation04,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,8,4,0,0,0,2,2,6,4
day1_consultation05,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,8,3,0,0,0,1,2,4,3
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,8,4,0,0,0,3,1,7,4
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,8,1,0,0,0,1,0,2,1
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,8,1,1,0,1,1,0,5,2
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,8,2,4,0,1,4,1,12,6
day2_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,8,3,1,0,0,3,1,7,4
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,8,1,1,0,1,1,0,5,2
day2_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,8,6,3,0,2,3,4,16,9
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,8,3,2,0,1,3,1,10,5
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,8,3,0,0,0,3,0,6,3
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,8,2,2,0,1,3,0,9,4
day2_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,26,0,7,9,7,3,72,26
day1_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,4,0,0,1,2,1,8,4
day3_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,3,3,2,1,2,1,16,6
day1_consultation02,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,3,0,0,0,2,1,5,3
day3_consultation04,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,4,0,0,0,3,1,7,4
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,1,0,0,0,1,0,2,1
day2_consultation10,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,2,4,0,0,4,2,10,6
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,2,2,0,1,2,1,8,4
day1_consultation02,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,6,0,0,1,1,4,9,6
day3_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,3,2,0,1,3,1,10,5
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,1,1,0,0,1,1,3,2
day1_consultation05,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,2,0,0,0,0,2,2,2
day1_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,5,0,0,1,1,3,8,5
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,1,1,0,0,0,2,2,2
day2_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,2,0,0,0,2,0,4,2
day3_consultation04,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,25,0,1,9,13,2,59,25
day2_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,2,4,0,1,4,1,12,6
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,1,1,0,0,2,0,4,2
day2_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,2,2,0,0,2,2,6,4
day3_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,3,2,0,1,3,1,10,5
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,4,2,0,0,3,3,9,6
day1_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,4,0,0,1,1,2,7,4
day2_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,7,4,0,0,9,2,20,11
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,2,2,0,1,3,0,9,4
day3_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,3,0,0,1,1,1,6,3
day2_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,6,1,0,2,3,2,14,7
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,3,0,0,1,1,1,6,3
day3_consultation04,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,2,0,0,0,1,1,3,2
day2_consultation10,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,2,1,0,0,0,3,3,3
day2_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,5,2,0,2,4,1,15,7
day1_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,4,0,0,1,2,1,8,4
day3_consultation04,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,5,1,0,0,3,3,9,6
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,1,2,0,0,3,0,6,3
day1_consultation05,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,1,7,0,0,8,0,16,8
day1_consultation02,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,4,0,0,0,2,2,6,4
day1_consultation05,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,3,0,0,1,1,1,6,3
day1_consultation05,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,3,2,0,0,1,4,6,5
day2_consultation10,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,2,3,0,0,3,2,8,5
day2_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,2,0,0,0,1,1,3,2
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,13,2,1,0,0,3,0,6,3
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,13,2,2,0,3,1,0,11,4
day1_consultation02,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,5,0,0,0,2,3,7,5
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,13,1,1,0,0,2,0,4,2
day2_consultation10,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,13,0,2,0,0,2,0,4,2
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,2,2,0,1,3,0,9,4
day2_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,2,0,0,0,2,0,4,2
day1_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,9,1,0,1,9,0,21,10
day1_consultation05,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,3,1,0,1,1,2,7,4
day3_consultation04,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,7,0,0,0,4,3,11,7
day2_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,3,1,0,0,2,2,6,4
day2_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,3,1,0,0,3,1,7,4
day3_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,5,0,0,3,1,1,12,5
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,4,0,0,0,3,1,7,4
day2_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,6,4,0,1,8,1,20,10
day1_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,4,0,0,1,1,2,7,4
day2_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,6,1,0,0,4,3,11,7
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,1,4,0,1,4,0,11,5
day3_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,3,0,0,0,2,1,5,3
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,9,0,0,1,6,2,17,9
day3_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,5,1,0,2,3,1,13,6
day2_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,6,2,0,2,3,3,15,8
day1_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,5,1,0,1,3,2,11,6
day2_consultation10,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,7,5,0,1,7,4,21,12
day1_consultation02,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,8,2,0,0,5,5,15,10
day3_consultation04,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,10,2,0,0,9,3,21,12
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,13,0,6,3,2,2,39,13
day1_consultation02,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,2,1,0,0,1,2,4,3
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,3,3,0,1,2,3,10,6
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,2,1,1,0,1,1,7,3
day3_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,17,0,7,3,6,1,50,17
day2_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,2,0,0,0,0,2,2,2
day3_consultation06,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,13,0,4,2,4,3,33,13
day2_consultation10,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,0,1,0,1,0,0,3,1
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,2,3,0,1,3,1,10,5
day1_consultation02,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,7,1,0,1,3,4,13,8
day2_consultation10,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,10,2,0,1,5,6,19,12
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,1,2,0,0,2,1,5,3
day3_consultation04,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,5,0,0,0,3,2,8,5
day1_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,7,5,0,2,9,1,25,12
day2_consultation10,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,7,1,0,0,6,2,14,8
day3_consultation04,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,7,0,0,0,6,1,13,7
day1_consultation01,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,6,0,0,1,2,3,10,6
day2_consultation07,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,26,0,7,7,10,2,71,26
day1_consultation05,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_corridor,-2,5,0,0,1,4,0,11,5
day1_consultation02,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,6,1,0,1,5,1,14,7
day1_consultation05,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_reception,-2,7,0,1,1,3,2,15,7
day1_consultation15,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,5,3,0,0,6,2,14,8
day1_consultation05,google_gemini-3.1-pro-preview,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,21,0,0,9,7,5,46,21
day1_consultation02,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,5,0,0,0,1,4,6,5
day2_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,2,0,0,0,2,0,4,2
day3_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,3,0,0,1,1,1,6,3
day3_consultation04,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,5,0,0,0,3,2,8,5
day1_consultation15,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,6,0,0,0,5,1,11,6
day3_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,4,3,0,1,4,2,13,7
day1_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,4,0,0,1,1,2,7,4
day1_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,3,3,0,1,3,2,11,6
day3_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,13,0,5,4,1,3,37,13
day2_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,3,3,0,0,4,2,10,6
day2_consultation10,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,4,1,0,0,2,3,7,5
day2_consultation10,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,3,1,0,0,2,2,6,4
day1_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,18,0,0,5,10,3,38,18
day1_consultation02,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,6,0,0,2,3,1,13,6
day1_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,4,0,0,1,1,2,7,4
day3_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,3,0,1,0,1,1,7,3
day1_consultation02,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,7,0,0,0,4,3,11,7
day3_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,4,0,0,2,1,1,9,4
day2_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,7,4,0,1,8,2,21,11
day3_consultation04,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,4,0,0,0,2,2,6,4
day1_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,2,0,0,1,0,1,4,2
day1_consultation05,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,4,1,0,1,3,1,10,5
day1_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,4,0,0,1,1,2,7,4
day2_consultation10,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,2,2,0,0,2,2,6,4
day3_consultation04,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,4,0,0,0,3,1,7,4
day1_consultation05,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,6,0,0,1,4,1,12,6
day1_consultation15,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,3,0,0,0,2,1,5,3
day3_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,1,2,0,2,1,0,8,3
day2_consultation10,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,2,0,0,0,1,1,3,2
day2_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,2,0,0,0,1,1,3,2
day1_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,8,4,1,0,0,1,4,6,5
day3_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,2,1,0,0,3,0,6,3
day2_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,2,1,0,0,2,1,5,3
day1_consultation02,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,7,1,0,0,2,6,10,8
day3_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,1,2,0,1,2,0,7,3
day1_consultation05,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,4,0,0,0,3,1,7,4
day1_consultation15,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,3,0,0,0,3,0,6,3
day1_consultation15,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,4,0,0,0,3,1,7,4
day3_consultation04,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,8,0,0,0,5,3,13,8
day1_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,3,4,0,1,5,1,14,7
day1_consultation05,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,4,0,0,0,2,2,6,4
day2_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,8,5,3,0,1,6,1,16,8
day2_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,8,7,0,0,1,5,1,14,7
day2_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,8,7,1,0,2,5,1,17,8
day1_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,5,0,0,1,2,2,9,5
day1_consultation05,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,5,2,0,3,4,0,17,7
day1_consultation05,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,3,0,0,0,2,1,5,3
day3_consultation04,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,5,1,0,0,3,3,9,6
day1_consultation15,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,6,4,0,1,5,4,17,10
day3_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,3,2,0,3,0,2,11,5
day3_consultation04,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,6,0,0,0,4,2,10,6
day2_consultation10,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,5,1,0,2,2,2,12,6
day3_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,3,1,0,1,2,1,8,4
day2_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,1,0,0,0,1,0,2,1
day1_consultation05,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,2,0,0,0,2,0,4,2
day2_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,2,0,0,0,2,0,4,2
day1_consultation15,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,1,1,0,0,1,1,3,2
day2_consultation10,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,3,1,0,0,2,2,6,4
day3_consultation04,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,2,2,0,0,3,1,7,4
day3_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,4,1,2,0,2,1,13,5
day3_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,1,0,0,0,1,0,2,1
day1_consultation02,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,7,0,0,2,3,2,14,7
day3_consultation04,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,25,0,1,11,9,4,59,25
day2_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,6,0,0,1,4,1,12,6
day3_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,1,1,0,1,1,0,5,2
day1_consultation02,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,5,0,0,2,1,2,10,5
day2_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,5,0,0,1,3,1,10,5
day2_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,6,0,0,1,3,2,11,6
day1_consultation02,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,19,0,0,2,13,4,36,19
day1_consultation02,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,8,0,0,0,3,5,11,8
day2_consultation10,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,4,2,0,0,4,2,10,6
day1_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,7,0,0,1,2,4,11,7
day3_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,3,1,0,1,2,1,8,4
day1_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,3,4,0,1,5,1,14,7
day2_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,6,1,0,1,3,3,12,7
day2_consultation10,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,4,0,0,0,2,2,6,4
day1_consultation15,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,3,3,0,1,3,2,11,6
day3_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,1,1,0,0,1,1,3,2
day1_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,5,0,0,1,1,3,8,5
day1_consultation05,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,2,0,0,0,1,1,3,2
day1_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,18,0,0,4,9,5,35,18
day1_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,4,0,0,0,1,3,5,4
day1_consultation15,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,3,4,0,2,5,0,16,7
day3_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,13,0,4,3,2,4,33,13
day1_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_reception,13,4,3,0,1,3,3,12,7
day2_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,13,1,0,0,0,1,0,2,1
day2_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,13,3,0,0,0,1,2,4,3
day1_consultation07,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,13,3,0,0,1,1,1,6,3
day3_consultation04,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,-2,8,0,0,1,4,3,14,8
day3_consultation01,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_maternity_ward,-2,6,2,0,3,4,1,18,8
day1_consultation15,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,-2,5,1,0,1,4,1,12,6
day2_consultation10,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,-2,6,1,0,0,3,4,10,7
day1_consultation02,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,outdoor_traffic,-2,5,1,0,1,2,3,10,6
day3_consultation06,google_gemini-3.1-pro-preview,whisper-large-v3-turbo,hospital_corridor,-2,3,0,0,1,1,1,6,3
